Date,Open,High,Low,Close,Adj Close,Volume
03-03-2020,1317.214111,1341.18689,1309.586426,1330.240601,1317.049561,12644541
04-03-2020,1339.304688,1341.087769,1295.618774,1327.120239,1313.960083,10201574
05-03-2020,1339.502808,1345.198853,1293.736694,1298.838257,1285.958496,14080540
06-03-2020,1258.074707,1276.054321,1229.446045,1259.065308,1246.580078,15568253
09-03-2020,1228.405884,1229.347046,1084.718018,1103.68811,1092.743652,40698294
11-03-2020,1097.595947,1167.384399,1097.595947,1142.71814,1131.386597,27495503
12-03-2020,1074.81189,1090.661621,1038.852661,1053.018433,1042.576416,25830369
13-03-2020,988.628784,1129.29541,933.550842,1094.921265,1084.063721,33826739
16-03-2020,1050.591431,1069.561646,995.563049,1006.162598,996.185181,17759556
17-03-2020,1037.416382,1050.046631,993.779968,998.534912,988.633179,20973312
18-03-2020,1015.672424,1026.172852,951.976196,959.405762,949.892029,20643079
19-03-2020,911.460266,957.919861,883.822266,909.082825,900.068115,28337941
20-03-2020,930.678101,1025.182251,921.267334,1008.391479,998.392029,29240849
23-03-2020,907.596863,941.079529,867.427673,875.748779,867.064636,18769636
24-03-2020,921.267334,960.891724,887.388428,934.541504,925.274292,21106643
25-03-2020,954.749939,1140.736938,954.205078,1072.087646,1061.456543,33749620
26-03-2020,1085.510498,1106.412354,1032.562378,1056.188354,1045.714844,21111073
27-03-2020,1084.718018,1096.902466,1036.376221,1055.593994,1045.126465,19225132
30-03-2020,1030.828735,1064.707642,1010.42218,1020.774109,1010.651794,13951078
31-03-2020,1063.865601,1119.191162,1038.159302,1103.29187,1092.351318,20441125
01-04-2020,1111.712036,1114.040039,1035.38562,1070.304565,1059.691162,19197220
03-04-2020,1123.797485,1123.797485,1046.381348,1067.332764,1056.748779,19091236
07-04-2020,1091.751343,1202.600586,1089.671021,1194.77478,1182.927002,25093419
08-04-2020,1168.9198,1217.459717,1149.107666,1180.955688,1169.244995,23019764
09-04-2020,1202.600586,1221.223999,1181.797729,1208.494629,1196.510864,15244658
13-04-2020,1192.644897,1203.591187,1168.9198,1177.983887,1166.302612,10925447
15-04-2020,1185.809692,1224.393921,1132.267212,1139.052856,1127.75769,16301024
16-04-2020,1139.052856,1176.299805,1134.248413,1157.082031,1145.608032,17285802
17-04-2020,1204.581787,1218.450317,1181.45105,1212.506592,1200.48291,15353792
20-04-2020,1214.487915,1245.196777,1190.713257,1232.120728,1219.902588,16628269
21-04-2020,1198.638062,1240.243774,1153.070068,1225.731323,1213.576538,28322996
22-04-2020,1307.605225,1371.895752,1287.792969,1350.795776,1337.401001,65848350
23-04-2020,1354.51062,1372.836914,1340.592529,1358.027222,1344.560669,30211857
24-04-2020,1337.472046,1480.912476,1334.549805,1403.694336,1389.774902,62296159
27-04-2020,1420.53479,1461.14978,1409.638062,1416.324707,1402.280029,26989849
28-04-2020,1436.384521,1441.783325,1379.077759,1414.739624,1400.710693,36206232
29-04-2020,1431.332397,1440.000244,1406.66626,1413.550903,1399.533691,17303785
30-04-2020,1440.297363,1480.912476,1424.546753,1452.234253,1437.833496,32926121
04-05-2020,1426.478394,1451.243652,1404.140137,1421.723511,1407.625366,24670336
05-05-2020,1440.049805,1465.112183,1433.61084,1446.934448,1432.586304,20723079
06-05-2020,1450.253052,1471.006348,1431.926758,1447.033569,1432.684448,18685710
07-05-2020,1441.337524,1499.43689,1431.431519,1492.799805,1477.996826,23087436
08-05-2020,1530.492432,1565.064697,1522.666626,1547.134766,1531.792969,38887255
11-05-2020,1565.163818,1599.835205,1557.536133,1561.993896,1546.504761,30959745
12-05-2020,1550.106567,1553.623169,1451.243652,1465.359863,1450.828979,46465281
13-05-2020,1527,1527,1454,1496.449951,1481.610718,30657492
14-05-2020,1469,1496.699951,1430.050049,1435.949951,1421.710693,22736607
15-05-2020,1444,1466.699951,1415.099976,1459.400024,1444.928223,28683258
18-05-2020,1470,1482,1428,1440.75,1426.463135,28980385
19-05-2020,1457,1461.699951,1403.25,1408.900024,1394.928955,19528760
20-05-2020,1410,1446.849976,1393,1433.699951,1419.483032,25530626
21-05-2020,1435,1461.449951,1425,1441.25,1426.95813,18076017
22-05-2020,1451.800049,1458,1426.5,1431.550049,1417.35437,17458065
26-05-2020,1448.150024,1449.699951,1416.300049,1424.050049,1409.928833,15329472
27-05-2020,1431,1454,1412,1445.550049,1431.215576,16460756
28-05-2020,1455,1479.75,1449,1472.25,1457.650757,18518271
29-05-2020,1468,1472,1452.650024,1464.400024,1449.87854,18470390
01-06-2020,1480,1538.349976,1475.949951,1520.349976,1505.273804,18434012
02-06-2020,1526,1540,1520.800049,1535.699951,1520.471436,10224049
03-06-2020,1545,1560,1533.349976,1541.650024,1526.362549,11713461
04-06-2020,1544,1589.5,1541,1579.800049,1564.134277,15784379
05-06-2020,1595,1618,1573.699951,1581.699951,1566.015381,15264885
08-06-2020,1618.400024,1618.400024,1565,1569.5,1553.936523,14497996
09-06-2020,1560.300049,1583,1533,1537.150024,1521.907227,11933076
10-06-2020,1543.099976,1579.550049,1540.050049,1572.150024,1556.560181,10214213
11-06-2020,1566,1567.949951,1531,1537.699951,1522.45166,9408046
12-06-2020,1500,1593,1497,1588.800049,1573.045166,17790311
15-06-2020,1565,1626.949951,1561.099976,1614.550049,1598.539795,24509058
16-06-2020,1643,1648.550049,1585.300049,1617.699951,1601.658325,23622794
17-06-2020,1608.25,1635.449951,1602.099976,1615.349976,1599.331665,19282411
18-06-2020,1607,1665,1605.599976,1655.900024,1639.479614,18677617
19-06-2020,1670,1788.800049,1662,1759.400024,1741.953369,48828609
22-06-2020,1773.400024,1804.199951,1735,1746.150024,1728.834717,27781693
23-06-2020,1750,1763.75,1716.099976,1720.900024,1703.835083,17519493
24-06-2020,1735.900024,1772.699951,1711.699951,1727.849976,1710.716187,23807033
25-06-2020,1727,1749,1713.050049,1717.900024,1700.864868,18312025
26-06-2020,1728.800049,1752,1717,1741.650024,1724.379272,14270458
29-06-2020,1728.050049,1739.75,1715.550049,1723.150024,1706.062744,11824524
30-06-2020,1737,1741,1695.550049,1704.099976,1687.20166,13972563
01-07-2020,1720,1749,1708.050049,1737.599976,1720.369507,13136179
02-07-2020,1743,1767.599976,1735.050049,1760.349976,1749.43811,13286365
03-07-2020,1779.800049,1793,1768,1787.900024,1776.817383,13583909
06-07-2020,1805,1858,1792.099976,1851.800049,1840.321411,21697962
07-07-2020,1860,1864.349976,1806.300049,1823.449951,1812.146973,16239990
08-07-2020,1824.050049,1834.949951,1790,1798,1786.854736,12093186
09-07-2020,1809,1835,1786.25,1824.25,1812.942139,16807336
10-07-2020,1828.5,1884.599976,1824.25,1878.050049,1866.408569,20195218
13-07-2020,1903.349976,1947.699951,1900,1935,1923.005493,32124262
14-07-2020,1934,1941.699951,1887.300049,1917,1905.117065,31073305
15-07-2020,1937.949951,1978.800049,1798,1844,1832.569702,64457578
16-07-2020,1847,1869,1812.449951,1843.400024,1831.973389,28133826
17-07-2020,1845,1920,1838,1911.699951,1899.849854,22948894
20-07-2020,1917.800049,1932,1899.650024,1919.900024,1907.999146,16887635
21-07-2020,1939,1977,1936.5,1971.550049,1959.328979,19463004
22-07-2020,1983,2010,1960.699951,2004,1991.577881,27584518
23-07-2020,2003.949951,2079.699951,1991.349976,2057.800049,2045.044312,26921017
24-07-2020,2058,2163,2057.800049,2146.149902,2132.84668,55655668
27-07-2020,2178.800049,2198.800049,2127.899902,2156.199951,2142.834473,37060665
28-07-2020,2156.199951,2194,2150.649902,2177.699951,2164.200928,25435297
29-07-2020,2177.899902,2182.800049,2070.449951,2096.649902,2083.653564,33534147
30-07-2020,2099,2139.699951,2072,2108.850098,2095.778076,33623699
31-07-2020,2114.5,2129,2052.800049,2067.100098,2054.286865,34593133
03-08-2020,2051.300049,2057,2003.099976,2009,1996.546753,21559142
04-08-2020,2020.599976,2167,2000.25,2150.600098,2137.269043,42476932
05-08-2020,2169,2196,2118.300049,2126.449951,2113.268799,34404810
06-08-2020,2157,2167.699951,2107.800049,2134.100098,2120.871582,22762545
07-08-2020,2129.800049,2157.800049,2120.199951,2146.449951,2133.144775,15222303
10-08-2020,2159.100098,2165,2108.100098,2119.850098,2106.709717,12441573
11-08-2020,2134.800049,2160,2100.350098,2133.800049,2120.573242,21611256
12-08-2020,2121,2145,2106.800049,2127.600098,2114.411865,13967116
13-08-2020,2128,2138.899902,2110,2122.050049,2108.895996,11459190
14-08-2020,2122.550049,2157,2089.25,2113.800049,2100.697266,15333164
17-08-2020,2105,2105,2070.100098,2091.350098,2078.386475,14296834
18-08-2020,2085,2134.300049,2082.350098,2118.550049,2105.417725,14097746
19-08-2020,2141,2154,2121.350098,2131.550049,2118.337402,15731396
20-08-2020,2120,2123.899902,2088,2097.050049,2084.05127,10401212
21-08-2020,2118,2122,2077,2081.850098,2068.945313,11667129
24-08-2020,2091.399902,2104.5,2070.5,2095.75,2082.759277,15098991
25-08-2020,2106,2111.300049,2078,2082.100098,2069.193848,8947563
26-08-2020,2085,2147.949951,2047,2137.300049,2124.051514,27630190
27-08-2020,2148,2150,2103.25,2110.600098,2097.517334,12961252
28-08-2020,2120,2132.899902,2106.25,2116.149902,2103.032715,12537520
31-08-2020,2174,2174,2060.350098,2080.699951,2067.80249,28648125
01-09-2020,2100,2122.399902,2062.399902,2087.25,2074.311768,17821397
02-09-2020,2092,2138,2085,2128.199951,2115.008057,12437162
03-09-2020,2128,2138.75,2103,2112.100098,2099.007813,8577634
04-09-2020,2083.550049,2096.949951,2072.199951,2077.25,2064.373779,13141644
07-09-2020,2084,2105.75,2044.25,2082.649902,2069.740234,10119064
08-09-2020,2092,2121,2080.5,2107.100098,2094.038818,12643749
09-09-2020,2085,2167.800049,2081.449951,2161.350098,2147.952637,25525961
10-09-2020,2183.100098,2344.949951,2175.350098,2314,2299.65625,64750460
11-09-2020,2312,2337.850098,2287.100098,2319.75,2305.370605,27445768
14-09-2020,2325,2360,2282,2302.550049,2288.277344,20335273
15-09-2020,2311.949951,2325.75,2288.149902,2318.850098,2304.476318,12542824
16-09-2020,2320,2369.350098,2310.550049,2324.550049,2310.140869,15668979
17-09-2020,2320,2333.699951,2291.850098,2298.75,2284.500977,11919927
18-09-2020,2314.25,2319.449951,2276.550049,2305.699951,2291.407715,15264068
21-09-2020,2300,2336,2247.350098,2255.850098,2241.866699,15519031
22-09-2020,2277,2277,2201.550049,2211.149902,2197.443604,16056620
23-09-2020,2260,2276.75,2205.300049,2230.800049,2216.971924,19839282
24-09-2020,2207.899902,2226,2176.050049,2181.199951,2167.679443,13764841
25-09-2020,2189,2212.800049,2167.300049,2201.699951,2188.052246,13095028
28-09-2020,2227,2238,2207.050049,2216.25,2202.512207,9076248
29-09-2020,2225,2264,2216.25,2245.050049,2231.133789,11926328
30-09-2020,2260,2267,2225,2234.350098,2220.5,11290667
01-10-2020,2263.800049,2263.800049,2214,2225.25,2211.456299,9591456
05-10-2020,2244,2249.149902,2206,2212.199951,2198.487061,8732869
06-10-2020,2225.25,2233.899902,2201.649902,2210.350098,2196.648926,8497216
07-10-2020,2235,2309,2220,2257.5,2243.506348,24538346
08-10-2020,2259,2268,2222.100098,2239.25,2225.369629,9727405
09-10-2020,2235,2253,2217.100098,2233.449951,2219.605469,8558745
12-10-2020,2235,2255.75,2226.25,2237.050049,2223.18335,6565515
13-10-2020,2230.600098,2285.75,2225.850098,2280.699951,2266.562744,10666190
14-10-2020,2278.899902,2304,2268.5,2287.5,2273.320557,12341434
15-10-2020,2290,2290,2195,2206.5,2192.82251,9246702
16-10-2020,2215,2232.5,2172.649902,2175.800049,2162.312744,9960828
19-10-2020,2190.050049,2228.699951,2155.149902,2176.199951,2162.710449,14398973
20-10-2020,2179,2193,2152.25,2155.899902,2142.536133,8529573
21-10-2020,2168,2192,2097.75,2124.600098,2111.43042,15728986
22-10-2020,2127.399902,2132.5,2091,2106.949951,2093.889648,14215215
23-10-2020,2106,2135,2096.399902,2113.050049,2099.952148,10809307
26-10-2020,2101.949951,2101.949951,2018.5,2029.099976,2016.522217,17225212
27-10-2020,2034.900024,2059.850098,2005,2034.5,2021.888794,16835005
28-10-2020,2041.800049,2057.699951,2007.400024,2011.449951,1998.981567,13809929
29-10-2020,1997,2042,1991,2026.900024,2014.335938,14147418
30-10-2020,2033.5,2065.100098,2021.800049,2054.5,2041.764771,15700946
02-11-2020,2027,2027,1859.150024,1877.449951,1865.812256,45857806
03-11-2020,1890,1909,1835.099976,1850.400024,1838.930054,40931170
04-11-2020,1837,1929,1837,1913.199951,1901.340698,37003111
05-11-2020,1954.949951,1960.949951,1932,1955,1942.881592,17170274
06-11-2020,1990,2040,1978.150024,2029.150024,2016.572021,30770080
09-11-2020,2062.100098,2069,2036,2050.699951,2037.988281,16539467
10-11-2020,2077,2090,2041.199951,2084.550049,2071.628662,17045147
11-11-2020,2089,2095,1978.099976,1997.199951,1984.819946,26178477
12-11-2020,1981,2008.449951,1965,1980,1967.726563,18481466
13-11-2020,1982,2036.650024,1981.75,1996.400024,1984.024902,20946864
14-11-2020,2014.900024,2015.300049,1995.349976,2002.300049,1989.888428,2411900
17-11-2020,2085,2085,1985,1993.25,1980.894409,21479385
18-11-2020,1993.25,2006.5,1960.099976,1987.199951,1974.881958,14030652
19-11-2020,1987.199951,2010.449951,1968.199951,1973.150024,1960.919067,12828008
20-11-2020,1975,1983.800049,1895,1899.5,1887.725586,26522972
23-11-2020,1951,1970,1926.25,1950.699951,1938.608154,20918665
24-11-2020,1964,1974,1932,1964.050049,1951.875488,14277083
25-11-2020,1980,1992.949951,1942.199951,1947.800049,1935.726196,15062376
26-11-2020,1953.050049,1965,1930.050049,1952.599976,1940.49646,11924527
27-11-2020,1940.5,1956.099976,1921.400024,1929.800049,1917.837891,21845931
01-12-2020,1940.349976,1966.25,1930.050049,1954.900024,1942.782227,9114939
02-12-2020,1958.5,1962,1935,1958.150024,1946.012085,10240168
03-12-2020,1972,1981.099976,1958.650024,1964.050049,1951.875488,12822945
04-12-2020,1969,1969,1940,1946.75,1934.682739,8521388
07-12-2020,1940.599976,1965,1940.599976,1958.199951,1946.061768,8418767
08-12-2020,1961.150024,2014.25,1950,1993.75,1981.391357,20030506
09-12-2020,2009.949951,2033.800049,1999.25,2026.949951,2014.385498,13464375
10-12-2020,2021.599976,2028.5,2001,2007,1994.559204,7414229
11-12-2020,2013,2038,1974.25,2005.800049,1993.366821,12434745
14-12-2020,2007.949951,2015,1986.349976,1991.300049,1978.956543,7989830
15-12-2020,1989.699951,1989.699951,1961.099976,1974.349976,1962.111694,8561406
16-12-2020,1988,1994.949951,1965.699951,1976.550049,1964.298096,8565904
17-12-2020,1984.5,2005,1977.150024,1985.599976,1973.29187,9346460
18-12-2020,1980.099976,2004.900024,1965,1991.550049,1979.205078,8522215
21-12-2020,2010,2022,1855.25,1939.699951,1927.676392,20368545
22-12-2020,1949,1958.900024,1888.449951,1936.699951,1924.695068,12986606
23-12-2020,1930,1951.449951,1920.650024,1943.849976,1931.800659,8999898
24-12-2020,1947,1998.800049,1945.900024,1994.150024,1981.78894,9588577
28-12-2020,2006.699951,2018,1995.300049,2003.300049,1990.882202,7947719
29-12-2020,2009,2012.300049,1982.550049,1990.050049,1977.714355,8589407
30-12-2020,1995.25,2007.199951,1975.550049,1995.5,1983.130493,10173132
31-12-2020,1993.5,2011.900024,1978.599976,1985.300049,1972.993774,8667516
01-01-2021,1988,1997,1982,1987.5,1975.180054,4622002
04-01-2021,1995.099976,1998.900024,1968,1990.849976,1978.509277,11312992
05-01-2021,1969,1983.599976,1956,1966.099976,1953.91272,11132803
06-01-2021,1965.900024,1966,1905.150024,1914.25,1902.384155,21414270
07-01-2021,1920.5,1945,1905.150024,1911.150024,1899.303467,14918406
08-01-2021,1918,1938.400024,1912.099976,1933.699951,1921.713501,12709792
11-01-2021,1938.800049,1938.800049,1892.5,1897.25,1885.489624,15371556
12-01-2021,1903,1960,1899.900024,1957.050049,1944.918945,18996047
13-01-2021,1963.550049,1974.949951,1918.449951,1938.800049,1926.782104,12284876
14-01-2021,1945,1966.900024,1939.050049,1960.599976,1948.446899,9946818
15-01-2021,1960.599976,1973.800049,1920.050049,1937.449951,1925.440308,9503790
18-01-2021,1949.099976,1997,1923.349976,1983.949951,1971.6521,16198856
19-01-2021,1994.650024,2031,1994.650024,2016.400024,2003.901001,14771048
20-01-2021,2021.400024,2058,2001.400024,2054.699951,2041.963501,14271669
21-01-2021,2082,2120,2075,2099.399902,2086.386475,18038987
22-01-2021,2111,2115.350098,2035.150024,2049.600098,2036.895264,14090818
25-01-2021,2034.949951,2034.949951,1932,1941,1928.968384,25016570
27-01-2021,1925,1925,1888,1895,1883.25354,19553809
28-01-2021,1880.150024,1923.300049,1870,1876.550049,1864.917969,15722291
29-01-2021,1894.300049,1913.099976,1830,1841.949951,1830.532349,20173258
01-02-2021,1859.400024,1905,1848,1895.300049,1883.551636,15774504
02-02-2021,1914.25,1940,1854.949951,1925.800049,1913.862671,19138414
03-02-2021,1928.300049,1952,1900,1930.650024,1918.682617,13984228
04-02-2021,1924,1940,1905,1924.300049,1912.371826,11826848
05-02-2021,1930.050049,1944.650024,1920,1923.75,1911.825317,9344470
08-02-2021,1933.050049,1969,1929.050049,1951.449951,1939.353516,9776136
09-02-2021,1961.949951,1989.599976,1952.300049,1956.150024,1944.024536,9047308
10-02-2021,1953.75,1984.75,1927.300049,1974.300049,1962.062012,9799560
11-02-2021,1980,2064.199951,1972.25,2055.699951,2042.957397,19631870
12-02-2021,2055.5,2078,2015.400024,2041.599976,2028.944702,14074374
15-02-2021,2048.050049,2061.300049,2025,2032.599976,2020.00061,7287590
16-02-2021,2039.75,2079.399902,2035,2059.5,2046.733887,9886093
17-02-2021,2060,2095.949951,2050.600098,2083.25,2070.33667,10957388
18-02-2021,2085,2108.399902,2059.100098,2067.699951,2054.882813,8605531
19-02-2021,2057,2104.949951,2053.300049,2080.300049,2067.405029,10800704
22-02-2021,2080,2089.899902,1994.949951,2008.099976,1995.652344,10985697
23-02-2021,2048,2052.899902,2013.599976,2023.449951,2010.907227,11834752
24-02-2021,2030,2065.25,2026.150024,2061,2048.224365,4987735
25-02-2021,2076,2152,2073,2144.350098,2131.058105,16085897
26-02-2021,2117,2133.899902,2070.699951,2085.800049,2072.87085,17297575
01-03-2021,2110.199951,2112,2062.5,2101.699951,2088.672363,8159670
02-03-2021,2122,2130,2089.100098,2106,2092.945557,7915073
03-03-2021,2121.050049,2219.899902,2107.199951,2202.100098,2188.449951,14733134
04-03-2021,2180,2189.949951,2157.699951,2175.850098,2162.362793,9892597
05-03-2021,2156,2211.949951,2153.050049,2178.699951,2165.194824,11773630
08-03-2021,2168.5,2231.899902,2168,2191.100098,2177.518066,9002404
09-03-2021,2200,2213.800049,2146.600098,2191.050049,2177.468506,6993792
10-03-2021,2207,2215.100098,2170.25,2181.949951,2168.424805,5316182
12-03-2021,2195,2206.399902,2123.899902,2137.600098,2124.349854,7783173
15-03-2021,2140.050049,2148.899902,2080.5,2108.899902,2095.827393,7706170
16-03-2021,2114,2126,2095.5,2100.600098,2087.579102,6402757
17-03-2021,2098.050049,2103,2035.099976,2055.350098,2042.609497,8865521
18-03-2021,2072.899902,2084.800049,2001,2009.099976,1996.64624,9528809
19-03-2021,1991,2095.850098,1982.800049,2082,2069.094238,19284892
22-03-2021,2071,2074,2033.199951,2062.399902,2049.615723,8571196
23-03-2021,2061.949951,2109.699951,2056,2087.5,2074.560303,8039865
24-03-2021,2079.75,2079.75,2040.400024,2047.300049,2034.609497,7763726
25-03-2021,2054,2054,1985,1991.449951,1979.105591,10153757
26-03-2021,2012,2013.699951,1973.699951,1994.650024,1982.285767,9313160
30-03-2021,2008,2048.899902,1991.550049,2029.300049,2016.721069,9433842
31-03-2021,2018,2049.899902,1999,2003.099976,1990.68335,7499740
01-04-2021,2018,2030,2003.150024,2021.849976,2009.317139,5410307
05-04-2021,2024.949951,2025,1962.099976,1992.599976,1980.248413,6864856
06-04-2021,2004,2004.949951,1969,1984.300049,1972,6465241
07-04-2021,2000,2046.900024,1993.300049,2002.849976,1990.434937,11198918
08-04-2021,2011,2022,1993,2005.349976,1992.919434,7092878
09-04-2021,1998.449951,2006.349976,1980,1982.050049,1969.763916,6478482
12-04-2021,1959,1961.400024,1900.25,1911.150024,1899.303467,9646031
13-04-2021,1924,1940.599976,1917.849976,1931.800049,1919.825439,8958261
15-04-2021,1926.300049,1961,1913,1944.300049,1932.247925,9102492
16-04-2021,1936.599976,1949.900024,1926.449951,1932.099976,1920.123535,7225679
19-04-2021,1904,1916.400024,1890,1901.699951,1889.911865,8527967
20-04-2021,1910.5,1919,1890.449951,1901.150024,1889.365479,7939490
22-04-2021,1892.25,1914.449951,1876.699951,1906.400024,1894.582886,6687573
23-04-2021,1906,1918.900024,1895.349976,1904.349976,1892.54541,5459016
26-04-2021,1920,1962,1911.5,1937.849976,1925.837769,9620785
27-04-2021,1940,1997.199951,1938.25,1988.650024,1976.322998,9226547
28-04-2021,1997.849976,2008,1980.150024,1997.300049,1984.919434,7902002
29-04-2021,2022.900024,2044.5,2007.300049,2024.050049,2011.503662,8035915
30-04-2021,2008.5,2036,1987.550049,1994.5,1982.136719,9150974
03-05-2021,1966,1979,1943.099976,1959.050049,1946.906616,10909942
04-05-2021,1950,1967.800049,1911,1916.599976,1904.719604,10083693
05-05-2021,1923.349976,1938.5,1908.050049,1920.099976,1908.197876,5719649
06-05-2021,1921.849976,1935,1906.599976,1931,1919.030273,6749281
07-05-2021,1937.75,1955.650024,1926,1931.75,1919.775757,5671163
10-05-2021,1939,1946.800049,1920.949951,1926.199951,1914.260132,6433879
11-05-2021,1915,1938.550049,1910,1933.150024,1921.167114,6220217
12-05-2021,1930.099976,1932.900024,1907,1913.150024,1901.291016,6081627
14-05-2021,1928.050049,1942,1906,1937.300049,1925.291382,6134079
17-05-2021,1937.300049,1963.449951,1930.400024,1960.349976,1948.198364,5479424
18-05-2021,1981,2002.599976,1972.5,1987.949951,1975.627197,5567958
19-05-2021,1980,2016.449951,1972,1997.050049,1984.670898,7530294
20-05-2021,1997.900024,2010.900024,1981,1985.400024,1973.09314,5271497
21-05-2021,1992,2009.599976,1986,2002.550049,1990.136963,4977555
24-05-2021,2008,2009.800049,1982,1985.650024,1973.341675,3946636
25-05-2021,1996.400024,1997,1960,1963.150024,1950.981079,6821015
26-05-2021,1975,1979.5,1965.300049,1970.050049,1957.838379,3452113
27-05-2021,1970.300049,1993,1962.25,1976.099976,1963.85083,12377100
28-05-2021,1990,2105,1990,2094.800049,2081.814941,26060864
31-05-2021,2102,2191.699951,2085.050049,2160.300049,2146.908936,27285782
01-06-2021,2166,2202,2146.5,2168.899902,2155.455566,12928379
02-06-2021,2157,2209.5,2157,2201.25,2187.605225,11366816
03-06-2021,2221,2250,2196.100098,2209.649902,2195.953125,11064116
04-06-2021,2214.800049,2216.449951,2184.25,2190.5,2176.921631,6677278
07-06-2021,2202,2242,2185,2227.399902,2213.593018,7539326
08-06-2021,2226.600098,2227.149902,2198.149902,2214.600098,2200.872559,4464889
09-06-2021,2219,2221,2157.949951,2175,2161.517822,5265326
10-06-2021,2193.399902,2230,2177.550049,2183,2169.468262,6532832
11-06-2021,2182.899902,2228,2180.100098,2213.149902,2206.506592,6351520
14-06-2021,2215,2258.25,2195.050049,2244.899902,2238.161377,9383416
15-06-2021,2261,2274.899902,2240.300049,2250,2243.246094,7002898
16-06-2021,2244.899902,2247.050049,2205.850098,2211.600098,2204.96167,4982975
17-06-2021,2200,2235,2179.899902,2215.649902,2208.999268,7266765
18-06-2021,2225.5,2235,2184.350098,2225.649902,2218.969238,13553801
21-06-2021,2203.5,2247.5,2200.149902,2237.25,2230.534424,5624044
22-06-2021,2254,2261,2219.350098,2225.75,2219.069092,5940386
23-06-2021,2250,2250.600098,2201.699951,2205.350098,2198.730225,7685796
24-06-2021,2206.850098,2214.600098,2140,2153.5,2147.035889,42209687
25-06-2021,2153.5,2153.5,2081.100098,2104.449951,2098.133057,25546334
28-06-2021,2122,2126.5,2081,2086,2079.738525,9357852
29-06-2021,2089.5,2109,2084.100098,2087.800049,2081.533203,12526981
30-06-2021,2096.25,2122.649902,2091.050049,2110.649902,2104.314453,9120556
01-07-2021,2118,2123.149902,2095,2097.949951,2091.652588,5784627
02-07-2021,2097,2132.899902,2092.949951,2129.050049,2122.65918,6500973
05-07-2021,2136.449951,2153.550049,2131.5,2150.199951,2143.745605,5400604
06-07-2021,2144.949951,2148.899902,2120.199951,2124.800049,2118.422119,4647361
07-07-2021,2127.75,2127.75,2098,2110.050049,2103.716309,4824931
08-07-2021,2116.949951,2116.949951,2081,2092.600098,2086.318848,5162088
09-07-2021,2088,2091.699951,2066.100098,2071.199951,2064.98291,4170886
12-07-2021,2079.75,2101.5,2074.5,2084.100098,2077.844238,3962111
13-07-2021,2100,2103.050049,2088.050049,2099.699951,2093.397217,3099956
14-07-2021,2100.350098,2106.850098,2081.25,2086,2079.738525,3937768
15-07-2021,2095,2095,2078.5,2082.350098,2076.099609,4360415
16-07-2021,2087.75,2114.75,2087.600098,2112.399902,2106.059082,4074206
19-07-2021,2100,2124,2092.25,2098.949951,2092.649658,3855577
20-07-2021,2099.5,2108,2084,2093.800049,2087.515137,3111185
22-07-2021,2119,2123.899902,2098.149902,2120.699951,2114.334229,3679260
23-07-2021,2134.449951,2134.449951,2102.050049,2105.699951,2099.379395,4585938
26-07-2021,2108,2121,2071.100098,2076.850098,2070.615967,5717830
27-07-2021,2076.800049,2083.699951,2042,2055,2048.831543,4995516
28-07-2021,2058,2058,2016.25,2037.349976,2031.234497,5952355
29-07-2021,2054,2074.399902,2043.400024,2053.25,2047.086792,6352886
30-07-2021,2058,2067.949951,2031.099976,2035.300049,2029.190674,5238304
02-08-2021,2054.300049,2079.399902,2041.150024,2072.5,2066.279053,5041934
03-08-2021,2090,2091,2064.199951,2087.75,2081.483154,5453682
04-08-2021,2094.399902,2114,2087,2103.75,2097.435303,6077861
05-08-2021,2114.300049,2154.800049,2104.25,2134.25,2127.84375,9807831
06-08-2021,2129.949951,2146.949951,2078.75,2089.050049,2082.779297,7670583
09-08-2021,2081,2089.800049,2066.5,2077.149902,2070.915039,3458546
10-08-2021,2082,2113,2073.75,2088.050049,2081.782471,5500708
11-08-2021,2096.949951,2120,2083.399902,2117.300049,2110.94458,4238859
12-08-2021,2124.899902,2126.199951,2105,2110.5,2104.165039,3755507
13-08-2021,2117.300049,2149.899902,2108.949951,2145.649902,2139.209229,5898384
16-08-2021,2149.350098,2203,2128.149902,2173.5,2166.97583,10123204
17-08-2021,2168.850098,2185.199951,2147.850098,2164.25,2157.753662,5841743
18-08-2021,2174,2186.800049,2152.600098,2172.649902,2166.128174,4650008
20-08-2021,2143,2172,2137,2148.25,2141.801514,4350228
23-08-2021,2174,2174,2132.300049,2162.350098,2155.859375,4547802
24-08-2021,2165.050049,2192,2155.600098,2183.699951,2177.145264,5475452
25-08-2021,2185.399902,2220,2180.100098,2202.600098,2195.988525,6175126
26-08-2021,2208,2244.899902,2205,2230.449951,2223.754883,8579105
27-08-2021,2237,2242.75,2216.050049,2227.399902,2220.713867,4836812
30-08-2021,2250,2275.850098,2236.800049,2270.25,2263.435303,6473487
31-08-2021,2276.899902,2283.75,2242.25,2258.149902,2251.371582,12223037
01-09-2021,2273,2292.899902,2263,2267.100098,2260.294922,5143640
02-09-2021,2255,2307.800049,2255,2294.399902,2287.512939,4595048
03-09-2021,2310,2395,2302.5,2388.5,2381.330566,14151629
06-09-2021,2413,2480,2412,2425.600098,2418.319092,15525644
07-09-2021,2430,2458,2412,2440.899902,2433.572998,8006968
08-09-2021,2452,2454,2406.649902,2431.350098,2424.052002,6600210
